Carat Weight;Cut;Color;Clarity;Polish;Symmetry;Report;class
"[1;1.2)";Ideal;G;VVS2;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;G;VVS1;G;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;E;VS2;G;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Good;E;VVS2;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;H;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Good;H;SI1;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;G;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;G;IF;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;D;SI1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;G;IF;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VS1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Very Good;D;SI1;EX;VG;GIA;"[8000;12000)"
"[0.9;1)";Very Good;D;IF;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;G;VS1;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;EX;VG;AGSL;"[8000;12000)"
"[1;1.2)";Very Good;E;VVS1;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Very Good;E;VVS1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Good;H;SI1;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VS1;G;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;IF;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;G;VVS1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Very Good;G;VVS2;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS1;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VS2;EX;VG;GIA;"[8000;12000)"
"[1.6;2.2)";Very Good;I;SI1;G;G;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;F;SI1;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;SI1;ID;EX;AGSL;"[8000;12000)"
"[1;1.2)";Very Good;D;VS1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;E;VS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;VG;GIA;"[8000;12000)"
"[0.9;1)";Signature-Ideal;D;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Very Good;I;SI1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS2;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;D;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;D;VS2;VG;EX;GIA;"[8000;12000)"
"[1.6;2.2)";Very Good;I;SI1;G;G;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;F;VS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;G;VVS2;EX;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;D;SI1;VG;VG;GIA;"[8000;12000)"
"[1.6;2.2)";Very Good;I;SI1;EX;EX;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;E;VVS2;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;E;VS2;EX;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;H;VVS2;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;VVS1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VVS2;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;F;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;IF;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;G;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Good;G;SI1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VS1;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Good;I;VS1;G;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;IF;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Signature-Ideal;H;VVS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;IF;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Very Good;G;VVS1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;D;VS1;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;E;VS2;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;F;VS1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;F;SI1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;SI1;G;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;F;VS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS2;EX;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS1;G;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;EX;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Signature-Ideal;H;VS1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Very Good;G;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;E;VS2;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Signature-Ideal;H;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;G;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;EX;EX;AGSL;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VVS2;G;VG;GIA;"[8000;12000)"
"[1.6;2.2)";Ideal;I;SI1;G;G;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;D;VVS2;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;E;VS1;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;VVS2;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VS1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;IF;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VVS2;EX;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;IF;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS2;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;SI1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Signature-Ideal;E;VS1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;G;SI1;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;IF;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;D;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;H;VVS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Good;F;IF;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS2;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS1;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;E;VS2;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS2;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;SI1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;E;VS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;D;VS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;D;VS2;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;F;VS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;IF;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;D;VS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;D;SI1;ID;ID;AGSL;"[8000;12000)"
"[1.6;2.2)";Good;I;SI1;G;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS1;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS1;G;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;G;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;D;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;F;VS2;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;E;VS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Signature-Ideal;E;SI1;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Ideal;H;VVS1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Good;I;VS1;G;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS1;EX;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;VG;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Signature-Ideal;H;VVS1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Very Good;E;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS1;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VVS2;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Good;H;VS2;EX;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;D;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;E;VS2;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;G;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[8000;12000)"
"[0.9;1)";Signature-Ideal;E;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;F;VS1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;SI1;G;G;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;G;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;G;SI1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Fair;H;VS2;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;E;VVS2;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;IF;EX;VG;GIA;"[8000;12000)"
"[1.6;2.2)";Very Good;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;G;VVS1;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;D;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS1;G;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;SI1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;SI1;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Fair;H;VS1;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;G;VVS1;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;E;VS1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;VS2;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;E;VS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Ideal;G;VS2;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VS1;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;VS2;G;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VS1;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;G;VS2;VG;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;F;VS1;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS2;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;G;VS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Very Good;G;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;E;VS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;F;VS1;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;D;VVS2;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Signature-Ideal;G;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;E;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Good;F;SI1;G;G;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS1;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;IF;EX;G;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;IF;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS1;VG;G;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Good;D;SI1;G;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Very Good;G;SI1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;G;VS1;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;SI1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS2;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;IF;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Good;I;VS2;G;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS1;EX;EX;AGSL;"[8000;12000)"
"[1;1.2)";Signature-Ideal;E;VS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Very Good;H;SI1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;IF;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;VG;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;SI1;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Ideal;I;VS2;ID;ID;AGSL;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.6;2.2)";Good;I;SI1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;EX;VG;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;G;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;H;VS1;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Ideal;F;VS2;EX;EX;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;SI1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;I;VS1;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;G;VVS1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS1;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Ideal;E;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;G;SI1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;G;SI1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;G;SI1;VG;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;E;IF;VG;G;GIA;"[8000;12000)"
"[1.2;1.3)";Very Good;F;VS1;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;VVS2;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1;1.2)";Ideal;G;IF;EX;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;F;VVS2;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;IF;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;VVS1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;H;SI1;VG;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;G;VS2;VG;EX;GIA;"[8000;12000)"
"[1;1.2)";Ideal;D;VS1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Good;G;SI1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Good;E;SI1;G;G;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;VVS2;ID;ID;AGSL;"[8000;12000)"
"[1.3;1.6)";Good;G;VS1;VG;G;GIA;"[8000;12000)"
"[1.3;1.6)";Signature-Ideal;I;IF;EX;EX;GIA;"[8000;12000)"
"[1.6;2.2)";Very Good;I;VS2;EX;EX;AGSL;"[8000;12000)"
"[1.2;1.3)";Ideal;G;VS1;EX;VG;GIA;"[8000;12000)"
"[1.3;1.6)";Ideal;H;VS1;EX;EX;GIA;"[8000;12000)"
"[1.3;1.6)";Very Good;G;SI1;EX;VG;GIA;"[8000;12000)"
"[1;1.2)";Very Good;F;IF;EX;G;GIA;"[8000;12000)"
